Unnamed: 0,Comment,id,date,Pos,Neg,Neu,Car brand,sentiment_score
725,Porsch-E and not Porsch,"
 @ockie50
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
726,"Would rather choose Stelvio design,sorry","
 @paradoxbrothers1635
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,2
727,Cuts and bits from diff cars,"
 @danymoutran2154
 ",1 year ago,0.0,0.306,0.694,Porsche Macan,1
728,looks like a Ford Puma,"
 @tezerpeksen5280
 ",1 year ago,0.455,0.0,0.545,Porsche Macan,4
729,"Good looking car, only the Alfa is nicer imho, and EVs are a stupid scam…","
 @JH-zv4vc
 ",1 year ago,0.287,0.168,0.545,Porsche Macan,3
730,Why does it looks like a Ford Puma or Suzuki Swift Cross,"
 @jeffmocha9478
 ",1 year ago,0.323,0.0,0.677,Porsche Macan,1
731,"Ford Kuga, maserati edition","
 @skylinedrag
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
732,Dont like the head lights,"
 @gorbynr1
 ",1 year ago,0.0,0.345,0.655,Porsche Macan,2
733,Alfa Romeo look much much better!,"
 @naashuman5503
 ",1 year ago,0.39,0.0,0.61,Porsche Macan,2
734,"Lol, that's a fat Suzuki Swift.","
 @areyouforeal
 ",1 year ago,0.605,0.0,0.395,Porsche Macan,3
735,Amazing until I look at the headlights and then I see a Kia Sportage...ruined it for me,"
 @SerialWheeler
 ",1 year ago,0.19,0.21,0.6,Porsche Macan,2
736,its ford puma !!!!,"
 @durmussaitoztas3766
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
737,The new Maserati Ford Puma,"
 @nelsonferreirinho4904
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
738,Looks like ford Ppuma,"
 @fime6311
 ",1 year ago,0.455,0.0,0.545,Porsche Macan,4
739,It looks like a Ford Puma!!!!,"
 @blackfalcon6055
 ",1 year ago,0.478,0.0,0.522,Porsche Macan,1
740,Audi RS7  VS,"
 @alendoric1909
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
741,Stelvio!,"
 @javifabela
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
742,"oh look, an italian ford puma","
 @ru.la.7828
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
743,Ford puma is that you? ,"
 @XFHU
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
744,looks like drop ship ford puma,"
 @dnyaneshshinde8151
 ",1 year ago,0.291,0.244,0.465,Porsche Macan,1
745,Let's hope the French know what they are doing,"
 @KanishQQuotes
 ",1 year ago,0.266,0.0,0.734,Porsche Macan,3
746,00:27 omg kkkk what is this new audio ?,"
 @vhol93
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
747,Front looks like Ford Puma lol.... ️,"
 @MaxFiveGames
 ",1 year ago,0.333,0.0,0.667,Porsche Macan,3
748,"Ohhhh,my god","
 @abdelrahmanraad742
 ",1 year ago,0.677,0.0,0.323,Porsche Macan,5
749,looks like Ford Puma from the front and Fiat Tipo from the back - meh combination for me,"
 @freebitchbabyful
 ",1 year ago,0.133,0.069,0.798,Porsche Macan,3
750,"ALFA ALWAYS BABY !!!  ONLY ALFA !!!
Porsche = GLORIFIED VW !!!
STELVIO QUADRIFOGLIO !!!!","
 @jamesterakazis6624
 ",1 year ago,0.286,0.0,0.714,Porsche Macan,5
751,Is a ford puma!!,"
 @rubengdrk
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
752,nice ford,"
 @danielbartu7913
 ",1 year ago,0.737,0.0,0.263,Porsche Macan,5
753,Maserati Swift ko modify kiya kya ?,"
 @F16Raashah
 ",1 year ago,0.265,0.0,0.735,Porsche Macan,3
754,That interior just doesn’t look Italian.,"
 @19loek94
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,2
755,The whole car is like Puma,"
 @abhishekmadhosh1879
 ",9 months ago,0.333,0.0,0.667,Porsche Macan,5
756,Off road?!!! Who takes a 100000 € car off road and also what is it? Is it a SUV or a sports car not to mention maintenance especially here in Middle East it will cost you the same as a Ferrari or more so might as well buy a Ferrari finally although this car might look better but Maserati cars r designed by Chrysler ,"
 @ziadaziz8273
 ",1 year ago,0.081,0.0,0.919,Porsche Macan,1
757,Remind me of ford puma,"
 @user-px4ui7oy4n
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
758,AUDI RS7 VS  BMW M3  DRAG RACE PLISS,"
 @alendoric1909
 ",1 year ago,0.0,0.213,0.787,Porsche Macan,5
759,Italy is coming back,"
 @Speedtv21
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
760,It looks bloated. Most SUVs trying to maintain that sports car look while maintaining high ground clearance are just off,"
 @GTGTRR
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,2
761,The front is just Ford Puma,"
 @krishnaasaurab
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,3
762,the front looks like ford puma,"
 @erkanzh9890
 ",1 year ago,0.333,0.0,0.667,Porsche Macan,3
763,"So it’s a Tonale but with a really bad look. And the new GrandTruismo will be electric. Man this is sad, this brand is so dead","
 @rickyhychang9080
 ",1 year ago,0.0,0.448,0.552,Porsche Macan,1
764,Ford puma in the front and Ford escape in the back,"
 @Huntereriq
 ",1 year ago,0.145,0.0,0.855,Porsche Macan,5
765,Stelvio brother   d :P,"
 @matotot4925
 ",7 months ago,0.61,0.0,0.39,Porsche Macan,5
766,Facelift Ford Puma,"
 @techunboxing2775
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
767,Ford puma???,"
 @tgraliu
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
768,Jaguar F pace?,"
 @goranstanisavljevic5634
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,3
769,Wow expensive ford puma!,"
 @ph1lus
 ",1 year ago,0.577,0.0,0.423,Porsche Macan,5
770,#Vote Porsche Macan,"
 @THEEVILSQUIRREL666
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
771,Looks like a Puma. Also don’t like the new carwow intro thing at the start.,"
 @keithyco4009
 ",1 year ago,0.294,0.0,0.706,Porsche Macan,2
772,whaouh is this the new ford puma ?,"
 @enai-lo
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
773,"intro changed ><, so we can buy and sell carwow now?","
 @priyeshp2682
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,2
774,"Ford Puma?


HAAA!","
 @n8n8n8n
 ",1 year ago (edited),0.0,0.0,1.0,Porsche Macan,1
775,PORSCHE,"
 @tomislavtraila2588
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
776,Looks like a a ford puma,"
 @Super3xtr4
 ",1 year ago,0.455,0.0,0.545,Porsche Macan,4
777,looks like a ford puma,"
 @imransyafi1752
 ",1 year ago,0.455,0.0,0.545,Porsche Macan,4
778,wtf all car look like porche nowadays,"
 @sakitperut123
 ",1 year ago,0.221,0.336,0.442,Porsche Macan,5
779,Buy Tesla NO dealerships mark up in price,"
 @FrankWhite.
 ",1 year ago,0.0,0.295,0.705,Porsche Macan,5
780,In top 10 not the best.,"
 @Andrew-gv4bh
 ",1 year ago,0.196,0.367,0.436,Porsche Macan,3
781,That's ford puma,"
 @shaileshshetty7156
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,3
782,Another SUV... *sigh,"
 @grimm6jack
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
783,Ford Puuumaa?!,"
 @rrrasul
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
784,Maserati was lazy in designing striking headlights and rear lights. I just hate the way they look here.,"
 @Essy_Dollar
 ",1 year ago,0.0,0.292,0.708,Porsche Macan,2
785,Ford puma on steroids,"
 @Basic002
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
786,0 to 60 times? Who cares?,"
 @TheHomeExpert5
 ",1 year ago,0.457,0.0,0.543,Porsche Macan,1
787,It's a Ford puma,"
 @vixdibe4546
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,4
788,Macan,"
 @MrELIAN602
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,3
789,front looks like a ford puma,"
 @marcosvalcarcel552
 ",1 year ago,0.385,0.0,0.615,Porsche Macan,3
790,porsche Macan,"
 @joshuachung8954
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,4
791,Looks like ford puma,"
 @rock8fuel130
 ",1 year ago,0.455,0.0,0.545,Porsche Macan,4
792,suzuki swift,"
 @ag861021
 ",1 year ago,0.643,0.0,0.357,Porsche Macan,5
793,"Lovely but to expensive to fast and irrelevant to nearly us all ,begs the question,who are theses videos for?","
 @danielatlas5544
 ",1 year ago,0.118,0.0,0.882,Porsche Macan,3
794,I see a Porsche Macan,"
 @yusufshalom2099
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
795,Its a ford puma on steroids,"
 @albertoperez5031
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,3
796,"Another uninspired design with an interior that will age like milk. It's a shame. Previous Quattroporte still looks business nearly 20 years on, I doubt this will. Honestly, strap on a different badge and it could be a Ford. Also I like how the new Gran Turismo looks almost the same as the old one - which is good, because it would be very hard to improve on that design, it was a beautiful car. I'd much rather have a burbly 200hp V8 than that 1200hp electric motor though.","
 @ardweaden
 ",1 year ago,0.185,0.075,0.74,Porsche Macan,2
797,"No! I don’t like suvs, gimme a proper estate car!!!!!!!!!!","
 @wordreet
 ",1 year ago,0.309,0.185,0.506,Porsche Macan,1
798,Ford Puma from italia,"
 @jang.9952
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
799,Stelvio looks better,"
 @DanyelC
 ",1 year ago,0.592,0.0,0.408,Porsche Macan,3
800,"What's with the goofy ""car wow"" intro?  It's like Watson's balls suddenly drop and he turns into Barry White?","
 @mummifiedninja
 ",1 year ago,0.269,0.085,0.646,Porsche Macan,3
801,the front looks like an uglier version of the Macan,"
 @cyim720
 ",1 year ago (edited),0.182,0.234,0.584,Porsche Macan,2
802,"Man, you talk fast... I have to keep pausing to process the torrent of info.","
 @cameroncooper4175
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,3
803,Ford Puma…. Is that you?,"
 @zyneeee
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
804,porsche...,"
 @kemalayla66
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
805,高級感0,"
 @user-rx5nd4gf1m
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
806,X4m competition,"
 @tvbet1xbet68
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
807,BMW X4M,"
 @thapelomotloung3362
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
808,This is suv?! How?! Suv needs to be higher from the ground than hachback or sedan so that you can take tham ofroad. This thing is way to low. I like Macan much more.,"
 @bojankis5999
 ",1 year ago,0.094,0.057,0.848,Porsche Macan,2
809,Dont like the new intro lol,"
 @girb_2058
 ",1 year ago,0.314,0.237,0.449,Porsche Macan,2
810,What's up with the intro ,"
 @madhurishirish8262
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
811,I'm sorry.........it reminds me of Ford Puma..........,"
 @saravanakarthik3043
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,2
812,Look like Ford puma,"
 @ottakomban1986
 ",1 year ago,0.455,0.0,0.545,Porsche Macan,5
813,Get a Tesla,"
 @rl8673
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
814,tesla roadster beater lmao,"
 @arnoldjr.javier2116
 ",1 year ago,0.565,0.0,0.435,Porsche Macan,5
815,Ford Puma,"
 @echln3209
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
816,maserati and jaguar walking down the same path to doom. just horrible.,"
 @hellolemons7340
 ",1 year ago,0.0,0.383,0.617,Porsche Macan,1
817,Expensive ford Puma  it’s practically the same design,"
 @bloatedtonydanza7798
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
818,"the approach to the electric cars is wrong. We dont need so much power, we need range","
 @f1freakf127
 ",1 year ago,0.0,0.162,0.838,Porsche Macan,2
819,Looks like a toy car...,"
 @PeterBee911
 ",1 year ago,0.455,0.0,0.545,Porsche Macan,3
820,bmw x4m,"
 @leolinusnjau8814
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
821,I'm not liking the new carwow intro ,"
 @benjaminarmstrong6875
 ",1 year ago,0.0,0.273,0.727,Porsche Macan,2
822,MASERATİ PUMA,"
 @mehmetcanulker5755
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
823,what is this new intro… absolutely not,"
 @joann8197
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
824,Looks like an overgrown Ford puma,"
 @dmcsub
 ",1 year ago,0.333,0.0,0.667,Porsche Macan,2
825,look like ford puma ️not mass,"
 @mehmetcanataselim1738
 ",1 year ago,0.333,0.0,0.667,Porsche Macan,1
826,BMW X4,"
 @kennedykumbulani9837
 ",1 year ago (edited),0.0,0.0,1.0,Porsche Macan,5
827,looks like a puffer fish,"
 @dennisy8772
 ",1 year ago,0.455,0.0,0.545,Porsche Macan,2
828,lavente is so much better looking,"
 @Sam-lr4fm
 ",1 year ago,0.389,0.0,0.611,Porsche Macan,2
829,Poor gas cars!!,"
 @WEIMYBIMMER
 ",1 year ago,0.0,0.648,0.352,Porsche Macan,1
830, the Italians have lied yet again,"
 @andilegobodo7802
 ",1 year ago,0.0,0.342,0.658,Porsche Macan,5
831,Rip Tesla fanboys,"
 @PixelVogue
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
832,Looks absolutely stupid....those who think it doesn't need new eyes,"
 @ignoranteducator9578
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
833,3:46 sounds like a child with a phlegmy chest trying to laugh,"
 @lubz95
 ",1 year ago (edited),0.433,0.0,0.567,Porsche Macan,3
834,Looks so underwhelming,"
 @udipta21
 ",10 months ago,0.0,0.0,1.0,Porsche Macan,2
835,Its a ford puma with masetati grill and jaguar f pace rear. No character sorry maserati.,"
 @fratsimsek2600
 ",1 year ago,0.0,0.226,0.774,Porsche Macan,1
836,Ford Puma by any other name...,"
 @izakpodgornik75
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
837,Ford puma baby,"
 @gzografidis9518
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
838,"you guys are late,techlinked did it first and they are not even a car channel","
 @mr.t7274
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
839,"You talk about these cars as if petrol is $.50/liter/gallon
Hell to the No","
 @Samuel-ym7ls
 ",1 year ago,0.0,0.362,0.638,Porsche Macan,1
840,I never liked masarati..,"
 @Rob-rg7ix
 ",1 year ago,0.0,0.538,0.462,Porsche Macan,2
841,It looks a bit bland...not like a Italian performance car.,"
 @martinw3577
 ",1 year ago,0.263,0.0,0.737,Porsche Macan,3
842,not convinced about the looks.. look too plain,"
 @19NJS71
 ",1 year ago,0.0,0.244,0.756,Porsche Macan,2
843,Wow that's hideous,"
 @dkk5671
 ",1 year ago,0.655,0.0,0.345,Porsche Macan,5
844,"Click bait much, Matt?","
 @talktorobi
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
845,"It’s actually Ford Puma Pro 
Very poor front design ","
 @prorider4992
 ",1 year ago,0.0,0.298,0.702,Porsche Macan,1
846,Porsche Macan,"
 @lasrazonesdenuestrafe1417
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,4
847,Maserati without V8 or V6 is straight trash . It's not like I am hating electric cars. But some brands should stick with tradition. For the example I am never going to buy high performance electric car. Electric cars as a daily driver in the city are cool. But that is it. Electric cars are just a not it. They aren't giving the same experience and special feeling.,"
 @xd_Ronin47
 ",1 year ago,0.161,0.057,0.781,Porsche Macan,1
848,Bmw z8 anyone,"
 @S-u-p-a
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
849,Bmw and porsche is better looking,"
 @rahulmalik5946
 ",1 year ago,0.367,0.0,0.633,Porsche Macan,3
850,Macan,"
 @jimreilly9179
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,3
851,Shame it looks like a puffer fish,"
 @11SgtStryker11
 ",1 year ago,0.26,0.323,0.417,Porsche Macan,1
852,"Looks awful, reminds me of a Nissan Juke if im honest lol the old one is WAY better.","
 @vekien
 ",1 year ago,0.36,0.12,0.52,Porsche Macan,1
853,i this a ford puma?,"
 @leonharduhl9501
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
854,X4 is better,"
 @genos245
 ",1 year ago,0.592,0.0,0.408,Porsche Macan,3
855,"They screwed up the front, looks cheap. Not elegant as other Maserati. Nope.","
 @mr.ergashoff
 ",1 year ago,0.0,0.343,0.657,Porsche Macan,1
856,It's a crossover. Thus it's useless rubbish.,"
 @AoyagiAichou
 ",1 year ago (edited),0.0,0.359,0.641,Porsche Macan,2
857,"The steering wheel design is horrible, it's like the one in the vw Tiguan diesel.","
 @user-ts2fw6dv1b
 ",1 year ago,0.132,0.184,0.684,Porsche Macan,1
858,the fuck is that design,"
 @gothmogtiananmen1989
 ",1 year ago,0.0,0.467,0.533,Porsche Macan,1
859,"Not that big on Maserati and I despise SUVs, so it's an instant not interested from me.","
 @kyleholloway3470
 ",1 year ago,0.0,0.25,0.75,Porsche Macan,2
860,Looks like a Porsche Cayenne knock-off.,"
 @gregraffensperger351
 ",1 year ago,0.385,0.0,0.615,Porsche Macan,1
861,Looks like a Ford puma,"
 @shane24v
 ",1 year ago,0.455,0.0,0.545,Porsche Macan,4
862,Not another cretinous SUV. Build a small estate/combi.,"
 @gregorypaulbox3035
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,4
863,"best SUV ever? surely this thing can't go off road, which is the entire point of an suv. Glorified grocery getter is more like it.","
 @johnandrews3568
 ",1 year ago,0.386,0.0,0.614,Porsche Macan,5
864,"Except it will be unreliable, poorly built, over-priced, and only people who know nothing about cars will ever drive them. And good luck with that dealer network!","
 @MrSchn3ll
 ",1 year ago,0.199,0.0,0.801,Porsche Macan,1
865,Tail lights are literally the Ford Escape's. Not good.,"
 @legionluciano
 ",1 year ago,0.0,0.231,0.769,Porsche Macan,1
866,Ngl……check up the Maruti Suzuki swift this looks fucking similar  what a joke,"
 @sathvikreddy1407
 ",1 year ago (edited),0.299,0.0,0.701,Porsche Macan,1
867,"The headlights are so ugly. 
Nothing exceptional about the shapes of this car....
Levante is very beautiful","
 @aliusaliusalius
 ",1 year ago,0.179,0.181,0.64,Porsche Macan,2
868,Sorry this car u g l y,"
 @KMBence
 ",1 year ago,0.0,0.394,0.606,Porsche Macan,1
869,Puma ️,"
 @MrNicolacros
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
870,Ford puma,"
 @amverous2476
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
871,Ford puma,"
 @Yarmox
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
872,Ford puma,"
 @area50view
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
873,"The design is bland at best. The front face has no personality. If you remove the strident, you could confuse it with a Fiat Bravo. The rear is Keven worse… this car is very disappointing on a design point of view.","
 @Fureddo28
 ",1 year ago,0.09,0.162,0.748,Porsche Macan,2
874,No please keep the old intro I don’t like this new one it’s a try hard,"
 @TumeloMaletee
 ",1 year ago,0.261,0.196,0.543,Porsche Macan,1
875,The intro is weird stick to the old one please,"
 @bigguyjosh6420
 ",1 year ago,0.192,0.142,0.667,Porsche Macan,3
876,Front looks super boring. Like a Puma ripoff. Im not feeling the design.,"
 @florianhaffner3910
 ",1 year ago,0.354,0.203,0.443,Porsche Macan,1
877,ford puma.,"
 @hughgboner4904
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
878,It looks like a Ford puma ,"
 @freddiegriggs2277
 ",1 year ago,0.385,0.0,0.615,Porsche Macan,4
879,Just another BOX,"
 @sventvicktoristvan9606
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
880,"Can we stop with the ""dumb youtuber"" thumbnails?","
 @NilRacing
 ",1 year ago,0.0,0.478,0.522,Porsche Macan,1
881,Worst Maserati design I've seen.. still not hideous.. but for a Maserati it's the worst.,"
 @Mc-Taboo
 ",1 year ago,0.0,0.406,0.594,Porsche Macan,1
882,dvmb cars for people with no imagination or understanding of driving and driving pleasure.,"
 @eugenux
 ",1 year ago,0.207,0.123,0.67,Porsche Macan,5
883,Dont worry tesla is better,"
 @thelost7699
 ",1 year ago,0.639,0.0,0.361,Porsche Macan,3
884,"But,But and But! How much the price are more expensive then tesla? Tesla win easy.just for the price.Think about this.","
 @SylasXavier
 ",1 year ago,0.224,0.0,0.776,Porsche Macan,3
885,This is so over priced....a loaded one will set you back £130k+. A Macan GTS starts at 66k,"
 @catlee8064
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
886,"Nothing unique about the design...same 'ol, same 'ol.","
 @reho7387
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,2
887,Think copyed everything else.,"
 @julianalderson3938
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
888,"In what way is that an SUV? Slightly Up Vertical? It's trying to be a racecar it's just wrong. And the front is weird, half puma half masa... Not great.","
 @bighes100
 ",1 year ago,0.0,0.245,0.755,Porsche Macan,2
889,"Sadly, its very UGLY! ","
 @NB-yc1ro
 ",1 year ago,0.0,0.788,0.212,Porsche Macan,1
890,LOL a high tech ev from maserati? No thanks  limp mode under 35k miles calling it,"
 @TheV8Pumpkin
 ",1 year ago,0.312,0.107,0.582,Porsche Macan,1
891,"What on earth was that new opening Carwow sequence? Sounded like a man belching at the end, not classy at all. Revert back to the old one, it's much more professional.","
 @Ben77mc
 ",1 year ago,0.076,0.073,0.851,Porsche Macan,2
892,Sieht übel scheiße aus,"
 @GanzcastGermany
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
893,Looks exactly like a Ford puma,"
 @bbullock41617
 ",1 year ago,0.385,0.0,0.615,Porsche Macan,5
894,"The new ad is trash, please revert","
 @d0n_key
 ",1 year ago,0.277,0.0,0.723,Porsche Macan,1
895,"The design is nothing special. Actuallu I think ist outdated. Maserati have a bad reputation for troubled cars, poor sales, this model will not improve them.","
 @engpasev
 ",1 year ago,0.0,0.429,0.571,Porsche Macan,2
896,ford puma,"
 @Dav-er1xs
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
897,"Just buy a BMW or a Porsche also... for when this one is being repaired ....
another candidate for the future top ten of most unreliable or most depreciated cars...we all know these Italians are nice to look at... not made to be driven","
 @andyvankerkhove6902
 ",1 year ago (edited),0.103,0.0,0.897,Porsche Macan,1
898,"God, what a abomination.","
 @messerschmittme2628
 ",1 year ago,0.512,0.0,0.488,Porsche Macan,1
899,That's a fucking Ford Puma,"
 @taurussho86
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
900,Fuck that is not Maserati anymore more like ford puma on steroids,"
 @MrTurbominecraft
 ",1 year ago,0.171,0.215,0.614,Porsche Macan,1
901,My takeaway from all this? The BMW IX50 is one ugly lump of sheetmetal and plastic..lol,"
 @jbm0866
 ",1 year ago,0.0,0.18,0.82,Porsche Macan,1
902,That new intro is quite cringe,"
 @kissgergo5202
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,3
903,"SUV??? No ground clearance, no room for suspension travel... It's just a bloated hatchback with an inflated price. And like every ""cross-over"" it looks like a turd!","
 @Euroburger
 ",1 year ago,0.187,0.141,0.672,Porsche Macan,1
904,The New intro is cringy IMO,"
 @cristianpaun5169
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,4
905,oh boy is it ugly...,"
 @lordsaishu9157
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
906,"why mat not mention horable looking BMW i4 M50  or something 
thats really ugly af","
 @actionspirit497
 ",1 year ago (edited),0.0,0.204,0.796,Porsche Macan,1
907,"GREAT BRITAIN, Please STOP WAR AGRESSION ACTIONS Against Ukraine!! please please  please  please  please 
HUMANITY, HELP US! SAVE OUR CITIES, SAVE OUR LIVES!! please 
Do All What YOU COULD TO DO!","
 @dimitriusstao99999
 ",1 year ago,0.566,0.128,0.305,Porsche Macan,1
908,8 hours,"
 @themann5729
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
909,Certain it’s an overpriced pile. I will take a Toyota over this poseur junk.,"
 @peterelios7568
 ",1 year ago,0.16,0.0,0.84,Porsche Macan,1
910,Dont like the new carwow intro,"
 @xdbxlsilvio3681
 ",1 year ago,0.0,0.297,0.703,Porsche Macan,2
911,"absolutely 0 personality, if you show me the exact same exterior with a KIA logo it wouldnt even make a difference","
 @petit_ecureuil_malin
 ",1 year ago,0.0,0.225,0.775,Porsche Macan,1
912,"Electric cars are flop especially the so called sports cars.. They're boring.. and take ages to to let you sod off and.. and deplete their power as fast as can be..
So sorry for you Maserati","
 @thepixelated9310
 ",1 year ago,0.0,0.105,0.895,Porsche Macan,2
913,Looks like Fiat Punto on steroids. Lame design,"
 @Sereq3000
 ",1 year ago,0.221,0.248,0.531,Porsche Macan,1
914,The new carwow animation is terrible,"
 @hsvr
 ",1 year ago,0.0,0.383,0.617,Porsche Macan,1
915,And it's just as ugly as any other dated maserati!!...,"
 @deadstreet1675
 ",1 year ago,0.0,0.301,0.699,Porsche Macan,1
916,looks so so bad lol,"
 @cpowerca
 ",1 year ago,0.299,0.433,0.268,Porsche Macan,1
917,"Nothing special, just an ordinary mid SUV.","
 @joeytiburon2482
 ",1 year ago,0.0,0.273,0.727,Porsche Macan,2
918,Thats hideous. Hopefully it looks better in person,"
 @oversteer_9339
 ",1 year ago,0.483,0.0,0.517,Porsche Macan,2
919,"Mais arrêtez avec vos voitures de plus de 1000 chevaux à plus de 50000  euros... On peut avoir presque autant de plaisir de conduite avec une voiture de 5000 euros, plus agile et légère (1000 kg), avec 200 chevaux seulement (même en diesel)...
Arrêtez de jeter l'argent par les fenêtres... Donnez plutôt aux pauvres et aux enfants qui meurent de faim...","
 @lyesaissi3616
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,2
920,"No X4////as ugly as the SUV coupé of Mercedes, the X6 and the SUV's of Bentley , AM and RR.....","
 @SuperWolffie
 ",1 year ago,0.0,0.244,0.756,Porsche Macan,1
921,all suv look the same and you cant change my mind.,"
 @nickcowen4565
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
922,"I just wish they'd cancel the Levante, Grecale and Folgore tbf. I keep calling for legislation to ban SUVs.","
 @AlexTenThousand
 ",1 year ago,0.121,0.251,0.628,Porsche Macan,1
923,Boring.  Melted meh on wheels.,"
 @sharkbaitradiopictures2597
 ",1 year ago,0.0,0.545,0.455,Porsche Macan,1
924,"One more time side’s SUV is the same as the J, the P, the B, and Co…… what a boring SUV.","
 @theprisonier
 ",1 year ago,0.0,0.108,0.892,Porsche Macan,1
925,Maserati is low on the quality list I'll pass,"
 @justin6296
 ",1 year ago,0.0,0.208,0.792,Porsche Macan,1
926,What a TITLE,"
 @d.3958
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
927,Kind of ugly it looks like an oversize Suzuki Swift at the front.,"
 @DEVILTAZ35
 ",1 year ago,0.244,0.187,0.568,Porsche Macan,3
928,I find it very underwhelming. Very meh.,"
 @7quidstudio
 ",1 year ago,0.0,0.271,0.729,Porsche Macan,2
929,Average looking car.,"
 @r.maj.7065
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,3
930,"Newer Maseratis are the most generic looking “sports” cars on the market. It could just as easily have been a Toyota, Ford or any other big manufacturer. Pathetic","
 @kasperbonnen8691
 ",3 months ago,0.077,0.119,0.804,Porsche Macan,1
931,Looks boring and bloated.,"
 @Sandouras
 ",1 year ago (edited),0.0,0.434,0.566,Porsche Macan,2
932,lights looks ugly...,"
 @JamesLee-tb3wl
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
