Name,Comment,Date,Model
don logan,"Turbobanana said:Article said:The Grecale is aiming to be just like a Porsche MacanWell, it's failed then. Because this looks good.It’s like a Macan but with hips and a real perrty mouth!!It’s the Macan Sophia Loren","December 16, 2022",Maserati Grecale
limpsfield,"don logan said:Turbobanana said:Article said:The Grecale is aiming to be just like a Porsche MacanWell, it's failed then. Because this looks good.It’s like a Macan but with hips and a real perrty mouth!!It’s the Macan Sophia LorenGreat line!","December 16, 2022",Maserati Grecale
Roma101,"It may work better in a darker colour, but that looks a bit of a mess to me. It looks like a mash up of about 3 or 4 other cars.Pricing is punchy as well. Subject to what’s on the standard equipment list and how it drives, Maserati is asking a lot of people to convince them pay about £8k more for the 330hp version than a Macan S.Although it is tempting to use the default cliche of “sure it will sell well regardless”, I am not so sure with this one.","December 16, 2022",Maserati Grecale
Magikarp,That gops.,"December 16, 2022",Maserati Grecale
ducnick,"I saw one in a silver at the local maserati dealers recently. It doesn’t look too bad in the metal in a normal colour, but I can’t imagine why anyone would buy oner over a macan, x3, q5, etc to be honest.It’s a competitive sector and the Maserati badged fiat/jeep/Alfa blob has no redeeming qualities other than its badge.","December 16, 2022",Maserati Grecale
Whydoyoutalkcrap,Sorry but I'd love to know what they were smoking when they came up with those prices!,"December 16, 2022",Maserati Grecale
pSyCoSiS,"Side and rear look good, but that front end is a bit weird. Interior not bad.It looks relatively small in the initial shots, but then when you see the one with the drive inside, it seems quite a large car.","December 16, 2022",Maserati Grecale
Harry Flashman,"That is almost wilfully ugly. Dumpy, uncohesive and a real mess. Just look at the overhangs!","December 16, 2022",Maserati Grecale
Turbobanana,"Well, I think we've ticked all the boxes:Italian electricsOverhangsPowerHow much?!?!Non-Germanic colourIt's not a MacanDepreciationPH: predictability matters.Oh, wait, 'Ring time. Damn","December 16, 2022",Maserati Grecale
Boom78,I’m sorry but that looks hangingI don’t mind an SUV but the proportions and styling look way out,"December 16, 2022",Maserati Grecale
duncs,"Mackofthejungle said:Christ, what the fk is that? Who's designing these things? Just look at it, bloody hell... It's horrific, utterly horrific. It looks 80s in all the wrong ways. Fat and crass.Thank goodness for this post, I was beginning to think there must be something wrong with my eyes because to me this thing is absolutely fking hideous, a complete mess, I can't believe this abomination was ever signed off as even 'that will do'. fking hell.","December 17, 2022",Maserati Grecale
Mr Tidy,"duncs said:Mackofthejungle said:Christ, what the fk is that? Who's designing these things? Just look at it, bloody hell... It's horrific, utterly horrific. It looks 80s in all the wrong ways. Fat and crass.Thank goodness for this post, I was beginning to think there must be something wrong with my eyes because to me this thing is absolutely fking hideous, a complete mess, I can't believe this abomination was ever signed off as even 'that will do'. fking hell.You aren't alone - it's a minger!Why does the waistline have to be above your shoulder?","December 17, 2022",Maserati Grecale
Harry Flashman,"Turbobanana said:Well, I think we've ticked all the boxes:Italian electricsOverhangsPowerHow much?!?!Non-Germanic colourIt's not a MacanDepreciationPH: predictability matters.Oh, wait, 'Ring time. DamnI'm glad you like it - someone is going to have to buy that munter, and it won't be me.","December 17, 2022",Maserati Grecale
CrgT16,I would have Trofeo in yellow please.,"December 17, 2022",Maserati Grecale
NGK210,"Silvanus said:Hss nothing in common with the Tonale, this is based on a heavily updated version of the Alfa Romeo Stelvio’s Giorgio platform…Stelvio? Is that the much better looking, cheaper SUV with a Ferrari-designed V6 from a manufacturer that recently topped the JD Power Sales Satisfaction Index?https://www.motor1.com/news/621771/alfa-romeo-tops...","December 17, 2022",Maserati Grecale
Court_S,"Not my cup of tea and it doesn’t look that compact when you look at the picture of it being driven. The rear end has a very Porsche profile to it from some angles.Pricing is very punchy for a four pot hybrid. Personally, I think it’s a tough sell compared to the competition which is well established in this sector.","December 17, 2022",Maserati Grecale
Silvanus,"NGK210 said:Hss nothing in common with the Tonale, this is based on a heavily updated version of the Alfa Romeo Stelvio’s Giorgio platform…Stelvio? Is that the much better looking, cheaper SUV with a Ferrari-designed V6 from a manufacturer that recently topped the JD Power Sales Satisfaction Index?https://www.motor1.com/news/621771/alfa-romeo-tops...yep, you'd be mad to chose the top spec one of these over a Quadrifoglio","December 17, 2022",Maserati Grecale
ate one too,Don't forget the top of the range Grecale Trofeo has a version of the 'Nettuno' engine as debuted in the MC20. Easily a rival for the Alfa's V6 in the Stelvio Quadrifoglio. A triple test with a Macan Turbo would be interesting.,"December 17, 2022",Maserati Grecale
Silvanus,"ate one too said:Don't forget the top of the range Grecale Trofeo has a version of the 'Nettuno' engine as debuted in the MC20. Easily a rival for the Alfa's V6 in the Stelvio Quadrifoglio. A triple test with a Macan Turbo would be interesting.its a lot more expensive than the Alfa too. I'd put money on that test being Porsche, Alfa then Maserati.","December 17, 2022",Maserati Grecale
cluckcluck,Does this help?https://www.maserati.com/gb/en/brand/stories-of-au...,"December 17, 2022",Maserati Grecale
ate one too,"cluckcluck said:Does this help?https://www.maserati.com/gb/en/brand/stories-of-au...Fortunately ....""This Barbie Maserati Grecale will only be available in two units: one auctioned at Neiman Marcus’ Fantasy Gift event in Los Angeles1.""Hopefully, Katie Price's latest squeeze will buy her the other one and she'll write it off ...","December 17, 2022",Maserati Grecale
NGK210,"I wonder, was the exterior design originally for a different Stellantis marque?But then someone said, “‘Ang on lads, I’ve an idea: let’s enlarge the dimensions by 20%, get some Puma lamps, stick a trident emblem on the grille, and then bosh – market it as a Maser SUV!”","December 17, 2022",Maserati Grecale
urquattroGus,"As a former Giulia Quad owner and now F Pace SVR daily, I wouldn’t mind at least giving this a try.","December 17, 2022",Maserati Grecale
swisstoni,"NGK210 said:I wonder, was the exterior design originally for a different Stellantis marque?But then someone said, “‘Ang on lads, I’ve an idea: let’s enlarge the dimensions by 20%, get some Puma lamps, stick a trident emblem on the grille, and then bosh – market it as a Maser SUV!”Looks to me that they’ve done the opposite, with a Stelvio. Not a pleasing result, either way.","December 17, 2022",Maserati Grecale
Wren-went,"I think that looks great I'm not normally a lover of Yellow motors but don't mind it in the Grecale , the cost though I'd definitely prefer a similar like priced Macan.The price may put people off, but no doubt there's going to be plenty turning up at all premier League training grounds .The village I live in theirs 2 Maserati s so hopefully I may well see 1 soon, regarding the pink Grecale let's hope Katie price is still banned from driving and theirs not likely to a pink paint job on order and registered in the UK.","December 17, 2022",Maserati Grecale
JohnBRG,"urquattroGus said:As a former Giulia Quad owner and now F Pace SVR daily, I wouldn’t mind at least giving this a try.The exact 2 cars I'm looking at....which do you prefer?","December 17, 2022",Maserati Grecale
drpep,"No thanks - this has whiffs of Fiat 500L about it. Inside isn’t bad, but the front is terrible.","December 18, 2022",Maserati Grecale
VR6 Eug,Thats not a pretty face.,"December 18, 2022",Maserati Grecale
Jon556,"I don’t know why they couldn’t make it pretty - it’s not BMW trying to appease all markets, so they don’t need to suit people who’s taste is questionable.It will probably sell though.","December 18, 2022",Maserati Grecale
RogerDodgerSuperTodger,Like playing scraphead challenge at kicking out time.,"December 18, 2022",Maserati Grecale
Montcoffer,"Let’s not forget the Macan is at the end of its life, and you see them everywhere, I’d have the Grecale as a daily if nothing else to have something different and support an awesome brand, give Maserati a break, I like it ( but not in yellow)I’m biased as I’m a recent Quatroporte owner, I’m loving Maserati as a brand, having been a loyal Porsche fan for years, I’m a convert and loving driving something different.","December 18, 2022",Maserati Grecale
nuttywobbler,"To me, this looks like something launched in 2012 - it looks old already.","December 19, 2022",Maserati Grecale
urquattroGus,"JohnBRG said:The exact 2 cars I'm looking at....which do you prefer?Both of them…. Obviously quite different.Both have been a joy to own.After 4.5 years in the Giulia Quad I actually ordered another new one, but I sold that new one on after just a month. It was watered down and did not drive neatly as well, the facelift car has different suspension components, no carbon roof as standard etc etc. They changed the setup to reduce wheel skip when cold, but the facelift was far less satisfying and fun to drive for me. Mine was a 2017 car. Facelift from 2020 in the Alfa.The SVR I ended up with by surprise, I tried a C63S and an F90 M5 and found the Merc disappointing and the M5 just dull.The SVR is a very practical and great everyday car, with good luxury. But the surprising thing is how much character it has, obviously it sounds great, has instant thrust, and the handling is fun and the control inputs nicely weighted. The SVR is such a great all round and fun everyday car, and obviously good in all weathers unlike the Alfa. Wanted an Estate originally but don’t feel short changed by the SVR, it’s pretty unique in its class.Hope that helps","December 19, 2022",Maserati Grecale
nuttywobbler,"It looks dated already, like something released in 2012.","March 22, 2022",Maserati Grecale
Milemuncher,Could it look any more bland?,"March 22, 2022",Maserati Grecale
Deerfoot,Headlights borrowed from the Ford Puma?,"March 22, 2022",Maserati Grecale
pb8g09,Like a cross between an Alfa Romeo Giullietta and the current model Ford Puma.I’m guessing the pricing will make this a niche option like all previous Maserati,"March 22, 2022",Maserati Grecale
Dohnut,I like the analouge style digital clock.That's about it.,"March 22, 2022",Maserati Grecale
2xChevrons,"Is it just me or is this barely an SUV? It looks more like a large hatchback.This seems to be the logical conclusion of the modern desire for everthing to be an SUV or CUV - manufacturers are pruning their offerings of estates, saloons and hatchbacks...but then making their SUVS/CUVs lower-riding and less bulky, so we're ending up back at hatchbacks and estates, but now they have slightly bulkier bodywork and some black plastic on their nether regions.","March 22, 2022",Maserati Grecale
Andy83n,If a Fiat Punto bred with an E-Pace,"March 22, 2022",Maserati Grecale
Cascade360,An ugly SUV (or is it more a bloated hatchback?) with a 2.0l 4 cyl mild hybrid engine. Not very Maserati is it?,"March 22, 2022",Maserati Grecale
Cobracc,Hideous...!,"March 22, 2022",Maserati Grecale
j90gta,"How sad. Can't see anyone buying this on looks alone. Just a generic fat and bloated modern ""design"".","March 22, 2022",Maserati Grecale
MDL111,That looks like it has been lowered to standard car ride height level,"March 22, 2022",Maserati Grecale
sie10110,So is the Corsa Drive Mode designed for pulling handbrake turns outside McDonalds?,"March 22, 2022",Maserati Grecale
Tony Del Monte,"It looks just about OK, although a bit bland, especially next to some more daring designs out there (e.g. Hyundai Tucson). And what about the car's clearance? Will it go over a road bump withouth scraping its bottom?","March 22, 2022",Maserati Grecale
Killer2005,Nice interior but the rest is bland.,"March 22, 2022",Maserati Grecale
swisstoni,Even IT looks disappointed.,"March 22, 2022",Maserati Grecale
abzmike,"Hope it looks more exciting in the metal... Maybe better in red or something, but is terribly dull as it is in the pictures here.","March 22, 2022",Maserati Grecale
smilo996,Odd colours. SUV names are getting very silly. In keeping with the cars and their drivers then.,"March 22, 2022",Maserati Grecale
Summit_Detailing,"Gosh that looks awfully boring/bland!Looks like a Stelvio from the side & inside, rear looks ok with a hint of F-pace and Tiguan, front end looks like a cross between a Puma, E-pace and some Chinese knockoff.Just another generic, remove the badges and it could be from any brand SUV then","March 22, 2022",Maserati Grecale
napoleondynamite,"2xChevrons said:Is it just me or is this barely an SUV? It looks more like a large hatchback.This seems to be the logical conclusion of the modern desire for everthing to be an SUV or CUV - manufacturers are pruning their offerings of estates, saloons and hatchbacks...but then making their SUVS/CUVs lower-riding and less bulky, so we're ending up back at hatchbacks and estates, but now they have slightly bulkier bodywork and some black plastic on their nether regions.That's exactly what I thought - what does this offer over a saloon with an equivalent footprint?? SUVs aren't my thing generally but I at least get that some people like the high up stance. This just looks like a fat hatchback. Reminds me of the 5 series GT thing. It's horrid!","March 22, 2022",Maserati Grecale
DanL,"2xChevrons said:Is it just me or is this barely an SUV? It looks more like a large hatchback.Not just you, came here to post the same thing…","March 22, 2022",Maserati Grecale
Fetchez la vache,Yellow car on a yellow background screams of the Radio 1 Summer Roadshow for some reason... [shrug],"March 22, 2022",Maserati Grecale
unpc,I have no idea what the Maserati brand stands for anymore. It's a lost cause IMO. Let it die gracefully...,"March 22, 2022",Maserati Grecale
Roger Irrelevant,"DanL said:2xChevrons said:Is it just me or is this barely an SUV? It looks more like a large hatchback.Not just you, came here to post the same thing…And me! I guess we'll see more of this sort of thing as EVs - for which high ground clearance isn't great due to the aero drawbacks it brings - become more popular.The market: ""I don't want an estate, too old fashioned""Manufacturers: ""Ah but this isn't an estate, it's a lowered (therefore sporty), long wheelbase (therefore luxury), SUV""The market: ""I love SUVs! Take my money!""","March 22, 2022",Maserati Grecale
ducnick,"I hope this story wasn't sponsored by Maserati. If so, they should be asking for their money back. The order of photos is critical with car reviews. Come on, to post this image second, its going to stop people reading and close their browsers in disgust.Badly proportioned overly fussy, generic bland large hatchback. It's hideous, what were they thinking?","March 22, 2022",Maserati Grecale
cib24,"Huh, I think it looks pretty nice. Much less like an SUV and more like a large hatchback which I think works well. I like the interior and the electric model looks alright.I will hold judgement until I see one in person because the Levante never photographed well but in person it looks absolutely ace.Edited by cib24 on Tuesday 22 March 14:22","March 22, 2022",Maserati Grecale
Armagreggon,"Absolutely hideous travesty. Entirely bland and generic.The exterior looks like a bloated Fiat Bravo from 2012 and the interior is about as uninspiring as it gets.If the intention was to trash the Maserati name, well done, they've nailed it","March 22, 2022",Maserati Grecale
ghost83,I really like the look of that,"March 22, 2022",Maserati Grecale
wpa1975,Looks like a mish mash of various other SUV's,"March 22, 2022",Maserati Grecale
DevonPaul,"swisstoni said:Even IT looks disappointed.That's the word I was looking for. I couldn't work out if it looked surprised or gormless, but you can bet if it was a dog it would spend all day licking the window.[edit]My wife has just hit the nail on the head, she says from the front it looks like Toothless the dragon.Edited by DevonPaul on Tuesday 22 March 14:24","March 22, 2022",Maserati Grecale
cookie1600,"As all the above comments, I'm with bland/plain/uninspiring,However, I'm amused to see they've named it something that sounds like Grockle, i.e. ""tourists or people recently relocated from elsewhere"". A small and bland step up from the common-place SUV for our touristy chums?","March 22, 2022",Maserati Grecale
cib24,"Armagreggon said:Absolutely hideous travesty. Entirely bland and generic.The exterior looks like a bloated Fiat Bravo from 2012 and the interior is about as uninspiring as it gets.If the intention was to trash the Maserati name, well done, they've nailed itTo me the interior looks like something that will wear miles very well, unlike my Range Rover or Audi which looks tired and st within 5,000 miles due to the excessive use of piano black and shiny metal-like or metal interior trim that scratches easy.","March 22, 2022",Maserati Grecale
Funkstar De Luxe,"They are really trying to own those fender vents, aren't they?","March 22, 2022",Maserati Grecale
Vee12V,"Sure, it's a bit predictable but it isn't any more bland than a Macan or any other SUV in its class.","March 22, 2022",Maserati Grecale
ettore,"I'm with the crowd on this one. Almost wholly generic and very bland - surely it cant actually be a new design, perhaps its one of the many cancelled Alfa/Maser/Lancia plans we get every other year - found the plans from 2012 in the bottom drawer?","March 22, 2022",Maserati Grecale
Harry_523,"napoleondynamite said:That's exactly what I thought - what does this offer over a saloon with an equivalent footprint??A bigger boot.This is either a Ghibli Estate, or a Stelvio in a yellow suit. Either way, seems a bit pointless so will likely sell like hotcakes.","March 22, 2022",Maserati Grecale
Harry_523,"Its 170mm taller than a 5 series too, so not very hatchback like at all really....","March 22, 2022",Maserati Grecale
dpop,Bizarre press photos making it look like a slammed big hatchback as others have pointed out; when its dimensions are actually very similar to an Alfa Romeo Stelvio,"March 22, 2022",Maserati Grecale
Yarlsberg,Dear oh dear…,"March 22, 2022",Maserati Grecale
NGK210,"I really want to like it because a) it’s a Maser and b) it’s not a Macan.But WTF?It looks like a lardy, ill-proportioned, fugly hot-hatch concept from a naive Chinese startup – which has no previous experience in the automotive sector.Whatever happened to Italian style?","March 22, 2022",Maserati Grecale
esotericar,"nuttywobbler said:It looks dated already, like something released in 2012.My thoughts exactly. Looks a decade old at launch.Suspect it was subject to extensive delays and they couldn't afford to refresh the styling. Oh dear.","March 22, 2022",Maserati Grecale
GT3hopeful,Looks like a lowered Stelvio with a new nose. Interior is very similar to Stelvio QF even down to steering wheel and seat seat design.Is it on the Stelvio platform and does it share the quadrifoglio engine/gearbox ?I paid discounted price of £66k for a well specced new Stelvio quadrifoglio last year but I bet this will be listed at £120k plus similar to outgoing trofeo which was at least a V8 so will be expensive badge and doesn’t make sense to me while Stelvio available as alternative?,"March 22, 2022",Maserati Grecale
Kawasicki,"DanL said:2xChevrons said:Is it just me or is this barely an SUV? It looks more like a large hatchback.Not just you, came here to post the same thing…A low SUV is just a large hatchback, obviously.I'm being facetious, but I know car companies struggle with this in reality.","March 22, 2022",Maserati Grecale
TheOctaneAddict,This has got to have the lowest ground clearance of any SUV,"March 22, 2022",Maserati Grecale
DanL,"Kawasicki said:2xChevrons said:Is it just me or is this barely an SUV? It looks more like a large hatchback.Not just you, came here to post the same thing…A low SUV is just a large hatchback, obviously.I'm being facetious, but I know car companies struggle with this in reality.Indeed, but the photos seems to show very low ground clearance, and little gap between the wheel and arch. Looks like a 6” kerb would cause it problems!Haven’t read the article properly to see if there’s air suspension or similar to allow it to drop, but if not…","March 22, 2022",Maserati Grecale
Nick Pappagiorgio,"Maser account on facebook has a couple of nicer shades. Loving the bronzey-gold metallic.....Having said that....despite me liking the Alfa Tonale but eagerly waiting for the Grecale, I'm now leaning back to the Tonale as a better lookerEdited by Nick Pappagiorgio on Tuesday 22 March 15:05","March 22, 2022",Maserati Grecale
Manic Street Sleeper,GT3hopeful said:Looks like a lowered Stelvio with a new nose. Interior is very similar to Stelvio QF even down to steering wheel and seat seat design.Is it on the Stelvio platform and does it share the quadrifoglio engine/gearbox ?I paid discounted price of £66k for a well specced new Stelvio quadrifoglio last year but I bet this will be listed at £120k plus similar to outgoing trofeo which was at least a V8 so will be expensive badge and doesn’t make sense to me while Stelvio available as alternative?Did you read the article or anything else relating to this car ?The V6 in the Trofeo is a retuned wet-sumped version of the Maserati MC20 engine and it will cost nowhere near the price of the Levante Trofeo.,"March 22, 2022",Maserati Grecale
GT3hopeful,"[quote=Manic Street Sleeper]Did you read the article or anything else relating to this car ?The V6 in the Trofeo is a retuned wet-sumped version of the Maserati MC20 engine and it will cost nowhere near the price of the Levante Trofeo.Yes did read article which is why I posted ?Will have to wait and see re price but yes found this re Nettuno engine :reworked Giulia V6 that uses dry sump and pre-chamber combustion system, so it has 2 spark plugs per cylinder. Because of pre-chamber combustion (some fancy F1 tech) it can produce almost 100 hp more than Giulia","March 22, 2022",Maserati Grecale
Pereldh,I guess all denials the MC20 V6 has ANYTHING to do with the Quadrifoglio V6 are now officially off the table..,"March 22, 2022",Maserati Grecale
Flat-Patch,"Looks like the lovechild of Mr Maserati and Ms Macan. I like it, but having owned a Ghibli, I'm praying it'll be the complete package. If so (and the pricing is right), I'm in.","March 22, 2022",Maserati Grecale
Court_S,"MDL111 said:That looks like it has been lowered to standard car ride height levelMy first thought too!The side and rear are generic / bland SUV blobs but the front....jesus, that's horrible.","March 22, 2022",Maserati Grecale
Magnum 475,The only thing I can say is:,"March 22, 2022",Maserati Grecale
Rumblestripe,Dumpy.,"March 22, 2022",Maserati Grecale
Dombilano,"So much hate already, I quite like it. Prettier than a SQ5 or Mercedes GLC","March 22, 2022",Maserati Grecale
Durzel,"I wouldn't even describe it as a mini SUV. It just looks like a bloated hatchback? Was ""SUV"" in the title an error?","March 22, 2022",Maserati Grecale
MotorSpeak,Looks a bit 90’s.,"March 22, 2022",Maserati Grecale
Lucky_Jim,Front is very odd ( not in a good way) and the rest of it could be essentially anything,"March 22, 2022",Maserati Grecale
Al U,"Deerfoot said:Headlights borrowed from the Ford Puma?People talk about cars being ""under wheeled"" but I think for me this is ""under headlighted"".Headlights look really small and out of proportion with the rest of the car to my eyes.","March 22, 2022",Maserati Grecale
CrgT16,Prefer this to the Macan.,"March 22, 2022",Maserati Grecale
Mackofthejungle,Where are the HVAC controls? Clearly forgot about them. Won't bother with this heap of st then.,"March 22, 2022",Maserati Grecale
BigChiefmuffinAgain,"dpop said:Bizarre press photos making it look like a slammed big hatchback as others have pointed out; when its dimensions are actually very similar to an Alfa Romeo StelvioIt's strange, isn't. They go to all that trouble to develop the car, spending hundred of millions, and then launch it in a very unflattering yellow colour against a yellow background. And no one spotted it or said anything.Makes you wonder what else they did wrong in the whole process which no one piped up about....","March 22, 2022",Maserati Grecale
CDP,A bit like a Seat Leon from 20 years ago but that's very unfair on the Seat.It looks like it should be Golf sized and what are they doing launching a new IC car in 2022?,"March 22, 2022",Maserati Grecale
Wadeski,"I don't hate the looks, but it shows how right Porsche got the Macan vs how ""off"" most of the other small SUVs look. The Macan is the only one that has tension in the design vs dumpiness.I bet this is going to be far too expensive as well, even for the 4-cyl (!?!?!) hybrid (!?!?!?).","March 22, 2022",Maserati Grecale
TA14,"GT3hopeful said:Manic Street Sleeper said:Did you read the article or anything else relating to this car ?The V6 in the Trofeo is a retuned wet-sumped version of the Maserati MC20 engine and it will cost nowhere near the price of the Levante Trofeo.Yes did read article which is why I posted ?Will have to wait and see re price but yes found this re Nettuno engine :""reworked Giulia V6 that uses dry sump and pre-chamber combustion system, so it has 2 spark plugs per cylinder. Because of pre-chamber combustion (some fancy F1 tech) it can produce almost 100 hp more than Giulia""but the wet sump version in the Trofeo is only about 20bhp more than the Stelvio.The car seems OK for an SUV but disappointing for a Maserati.","March 22, 2022",Maserati Grecale
Mark Asread,"It's fine, I suppose. I doubt Porsche are having any emergency meetings as a result of this launch.","March 22, 2022",Maserati Grecale
esotericar,"BigChiefmuffinAgain said:It's strange, isn't. They go to all that trouble to develop the car, spending hundred of millions, and then launch it in a very unflattering yellow colour against a yellow background. And no one spotted it or said anything.Makes you wonder what else they did wrong in the whole process which no one piped up about....Yellowgasm may have been thought desirable to counter / distract from the dated looks.This thing really does look like its launch was delayed at least five years.","March 22, 2022",Maserati Grecale
CDP,"Milemuncher said:Could it look any more bland?It's like Yes Prime Minister where they used high energy yellow wallpaper to try and distract people from the fact there was nothing new in his speech.Not actually offensive until you remember the brand they've done it to. If this were from a new Chinese company for under £30,000 it would be fine.","March 22, 2022",Maserati Grecale
esotericar,CDP said:It's like Yes Prime Minister where they used high energy yellow wallpaper to try and distract people from the fact there was nothing new in his speech.Stravinsky.,"March 22, 2022",Maserati Grecale
Maldini35,Those rear seats look comfy,"March 22, 2022",Maserati Grecale
nekrum,Is it me or have they lost the door pulls and replaced them with buttons?!.. WTF!..,"March 22, 2022",Maserati Grecale
British Beef,"2xChevrons said:Is it just me or is this barely an SUV? It looks more like a large hatchback.This seems to be the logical conclusion of the modern desire for everthing to be an SUV or CUV - manufacturers are pruning their offerings of estates, saloons and hatchbacks...but then making their SUVS/CUVs lower-riding and less bulky, so we're ending up back at hatchbacks and estates, but now they have slightly bulkier bodywork and some black plastic on their nether regions.My first thoughts were Maserati super-mini and thinking oh exciting, then I realised the scale was about x3 larger, and thinking FFS another bloated ugly SUV.","March 22, 2022",Maserati Grecale
Maccmike8,Need to see one in the flesh before I pass comment.,"March 22, 2022",Maserati Grecale
jbforce10,"Funkstar De Luxe said:They are really trying to own those fender vents, aren't they?They were using the triple side vents in the 40's so yes, they've claimed them as part of their design language for decades.","March 22, 2022",Maserati Grecale
Lee Jones Jnr,"Looks nice enough to me.It will be too small for what I use an SUV for but otherwise I might have one.It is a bit against the grain not bothering with the pretence that it might ever go off road, but as hardly any Macans or E-Paces ever do I don't suppose it really matters.","March 22, 2022",Maserati Grecale
TA14,"jbforce10 said:Funkstar De Luxe said:They are really trying to own those fender vents, aren't they?They were using the triple side vents in the 40's so yes, they've claimed them as part of their design language for decades.The 1930 Tipo 26M had three groups of vents... maybe a centenary coming up??","March 22, 2022",Maserati Grecale
jbforce10,"CDP said:what are they doing launching a new IC car in 2022?I assume for at least 8 years worth of sales before the first countries plan to ban new ICE cars.Although many countries have committed to 2030, several others are committing to 2035 and 2040 and I could see those struggling with charging infrastructure slipping by at least 5 years.","March 22, 2022",Maserati Grecale
TA14,"jbforce10 said:CDP said:what are they doing launching a new IC car in 2022?I assume for at least 8 years worth of sales before the first countries plan to ban new ICE cars.Although many countries have committed to 2030, several others are committing to 2035 and 2040 and I could see those struggling with charging infrastructure slipping by at least 5 years.Exactly. Launch with the V6 flagship model, mainly sell the hybrid for now, with the BEV to come next year which will slowly take a bigger proportion of sales. Is that not standard car company strategy?","March 22, 2022",Maserati Grecale
Bencolem,"I just don't understand that Maserati stands for anymore unfortunately, seems woefully generic to me now.Somehow it's still very aspirational here in the US which I just don't get; my next door neighbour has a Levante and the rear passenger side plastic wheelarch trim just fell off the car whilst it was parked up.","March 22, 2022",Maserati Grecale
TA14,"Bencolem said:I just don't understand that Maserati stands for anymore unfortunately, seems woefully generic to me now.Somehow it's still very aspirational here in the US which I just don't get; my next door neighbour has a Levante and the rear passenger side plastic wheel arch trim just fell off the car whilst it was parked up.MC20 looks nice. Big wait from the Bora/Merak though.","March 22, 2022",Maserati Grecale
Water Fairy,"Dombilano said:So much hate already, I quite like it. Prettier than a SQ5 or Mercedes GLCThat's like saying Diane Abbott is more attractive than Anne Widdecombe","March 22, 2022",Maserati Grecale
SydneyBridge,This looks better,"March 22, 2022",Maserati Grecale
The spinner of plates,Take the trident logo and x3 wing vents off and it could be….… well anything really.,"March 22, 2022",Maserati Grecale
mackie1,Generic hatchback but 30% larger? I don’t really see the appeal.,"March 22, 2022",Maserati Grecale
Bloxxcreative,"There's alot of design going on there. I'm seeing jag, maser, Ford, audi. I know there's not much that can be done that's new in the suv sector and it's not the most flattering of shapes anyway but this looks terrible to me.","March 22, 2022",Maserati Grecale
CoolHands,I like the bronzy colour,"March 22, 2022",Maserati Grecale
Hackney2,‘AKA’ Ford Puma MK11.,"March 22, 2022",Maserati Grecale
British Beef,SydneyBridge said:This looks betterYou cant polish a turd! Even spraying it in matt brown wont help :-),"March 22, 2022",Maserati Grecale
LuS1fer,"Cayenne x Audi x Puma.There seems far less departure from a norm in the ""styling"" of SUVs.Seems basically a standard SUV shape with the company grille stuck on. I have never been less excited.But really, WHY does this look like a VAG product?Edited by LuS1fer on Tuesday 22 March 20:30","March 22, 2022",Maserati Grecale
oilit,Looks like a cut and shut with a audi q something at the back and v1.0 porsche cayanne at the front……yawn,"March 22, 2022",Maserati Grecale
StescoG66,"Looks like a bloated Ford Focus on steroids.I am an Italian Car fanboy, but this does fk all for me. Don’t do SUVs either so the motoring landscape has never looked worse to my eyes.......","March 22, 2022",Maserati Grecale
oedipus,Intrigued? No.,"March 22, 2022",Maserati Grecale
ducnick,"One of my neighbours has got one already.. oh no it’s a Ford kuga, but they look so similar.There is a fairly complex equation that determines how good looking a car can be. It’s based on size, height, number of doors, number of seats, luggage capacity etc. as a car becomes more practical it becomes harder to design it to look good. Let’s face it, any school kid could sketch a good looking gt car. Try sketching a good looking car that seats 5, has 4 doors, can fit in a U.K. parking space with room to open the door etc it’s hellishly complicated by the packaging requirements of transverse engine, fwd etc.When designing a gt car the designer may features from the stylistic toolbox eg flying buttresses, double bubble roof , coke bottle hips etc to create a pleasing silhouette, that doesn’t work when designing a small crossover. Packaging necessities result in them all looking basically the same. All you can do is resort to different grille, non functional vents etc to differentiate them.Edited by ducnick on Tuesday 22 March 21:08","March 22, 2022",Maserati Grecale
markyb000,"jag front, macan middle and kia rear, surely could have done better??","March 22, 2022",Maserati Grecale
5harp3y,Insert generic SUV design here,"March 22, 2022",Maserati Grecale
Nicolas Lazar,Ugly. And what is the point when they already have the Levante.,"March 22, 2022",Maserati Grecale
Lurking,"I read the heading as greyscale.Having looked at the photos, and read the article I'll keep on calling it that - seems apt given how boring and monotone the car and the concept is......","March 22, 2022",Maserati Grecale
ntiz,Just feels like Maserati are a decade behind the competition.Only just bringing out a supercar and small SUV. No plug in hybrids etc.Just feels like it’s all about stale and been done before.,"March 22, 2022",Maserati Grecale
DeltaEvo2,Better looking and classier than a Porsche or Audi. I like it.,"March 22, 2022",Maserati Grecale
georgeyboy12345,Looks like a bloated Fiat Grande Punto,"March 22, 2022",Maserati Grecale
forzaminardi,"For most of the brand's life you could forgive the fundamental iffyness of the cars thanks to their styling. As the first poster said, even for mid-size 'performance' SUVs this looks dated and bland. You'd have to really want the badge to buy this, unless the driving experience really is something special.","March 22, 2022",Maserati Grecale
foxhounduk,"I like this!In black it'll look mean, especially with the 530bhp V6.I have a Stelvio Veloce; it looks very similar to this I think, although I need to see it in person to gauge the dimensions.The interior looks simple but elegant and the Sonus Faber sound system is a nice touch.They'll be on to something with this I reckon, they just need to price it right...","March 22, 2022",Maserati Grecale
