Name,Comment
Muz,"I have a glass roof, the light it lets in without the screen is a massive plus. With the roof opened the wind noise is unbearable at a constant speed. I very seldom open it unless I am bodding aroundCan’t help with roof box comments as I have never used one on the Stelvio"
cue2,We had an Audi A2 with the skyroof option and although it was very worthwhile the amount of warranty work we had back in 2001 still puts me off anything like that. There was a warning that the added 75 kg on the top of the A2 meant no roof box etc. The Stelvio Speciale has more hope of being stable though with a load on the top!
finalfisti,"Thanks guys for your kind answers. Is it possible to have a glass roof and roof bars? I really don't see any Stelvios with glass roof and roof bars. If I can't get an answer here I will ask at a dealer.I'm aware of the added risk with a sun roof, with leaks and unwanted openings etc... but I have a 2 and a 4 year old and putting them in the back with the tinted windows (seems standard here) won't be any fun for them to enjoy longer rides, which is why I'm interested in this option. As a/the (main) driver I will be looking forward anyways instead of up..."
Deman77,You almost certainly can get bars with sun roof or get them retrofitted into car with one. Until you started questioning I would not even think those could mutually exclusive.
cue2,Stelvio Longitudinal Roof Bars Aluminium - For Sunroof | Official UK StoreOfficial Alfa Romeo Stelvio Longitudinal Roof Bars Aluminium - Sunroofwww.alfaaccessories.com
Deman77,"my test drive had sunroof and it really lights up the interior - no question and Missus really wanted it because of that. I had to put the foot down based on how useless I found it in 5 years in xc90 and how hot it makes the interior in summer. and glad I did. This is the car with the most effective cooling I have ever had (my xc90 had two condensers and 5 zone a/c with 4 vents even in 3rd row. You just cannot fight solar gain through flimsy sunshade. and we are talking Essex here, not even that hot. On long journeys kids faces are stuck into the screens, on short they like to see carplay screen from the back the like to see music being played. Pretty sure sunroof will add glare and this is no iPad Pro screen quality. I have never sat in my car and thought: “well that’s a bit dark” like I was when nit picking during test drive. I just look forward, like you said. What I notice every time is nicely shaped steering wheel, chunky analogue dials with unlimited resolution, unlimited refresh rate and uncanny 3D effect - who would have thought you don’t need crazy expensive screen for that - just some old school stuff.I rode in the rear seat once and it really isn’t that dark looking out from there. The tint is good quality and not ott. I was really worried when I made that choice but never once regretted it.A chap on US forums alleges that steel roof is aluminised steel (aluminium plated instead of zinc). The main purpose of aluminised steel is heat efficiency - it has 95% infrared rejection.My kids (9 and 5) never commented they missed sunroof from the other car or ever mentioned it was dark there. Not Missus and she would always remind me if I insisted on something and got it wrong - perfect test this.unless you yourself are into sunroofs and happy to sit about 6in back of optimal driving position so it does not start behind your head, just skip it. If you are on the fence, choose car for other reasons and exclude sunroof from your decision tree."
Isotope,"I don't know the definitive answers to your question but I have been to Switzerland on many occaisions and the glass roof would be especially nice for the rear seat passengers to view the mountains without ducking under to look out of the front screen. If you are going to have a roof box pemanently fitted to the car I wouldn't bother with the glass roof. Here in dingy britain it is a really nice way of getting extra light into the car! I suppose this comes down to what you are used to, if you live by the seaside it's not a novelty every day to someone who lives in a town. Same thing for a Swiss man who sees mountains and snow every day! You pay your money and take you chance!! Love the sparkly roads in Switzerland they plough glass into the tarmac!!"
Pandra,"Held out for a pano roof as it really adds to the dynamic of the car, especially with a red and black. Cuts down on the acres of painted metal. No noticeable heat gain that the cooling couldn't handle, probably helped by the athermic glass in the Milano. Everyone who's travelled in the back has commented on the light and airy space compared to a conventional roof. I doubt they'll feel the need to comment every time though, would be a bit weird...No problem with roof rails, just order the right versions if retrofitting as shown above. Available in black or silver. Handbook simply states not to open it if rack or cross bars are fitted, or if there is snow or ice on it, much the same as any electric window. Worth every penny."
achor4860,I’m also lookingSent from my iPhone using Tapatalk
Leo159,"I have a Stelvio with pano roof and without roofrails; needed to fit a ski box, and decided to put a set of Thule clamps on the roof (specific model for stelvio of course) rather than retrofitting roof rails which would have been much more expensive as apparently it is quite an time-consuming operation, need to take down the ceiling covers etc.Since I mounted the clamps plus a wingbar+skibox I went to Austria twice for a total of 4000km, and I have absolutely no regrets about this solution, clamps are rocksolid on the roof and have not damaged it at all. Very happy with it"
Leo159,
cue2,"Consumer Reports warns of ""exploding&quot...Has this happened to anyone? Definitely not #FridayFeeling :( By Nick Natario Thursday, May 17, 2018 09:08PM HOUSTON, Texas (KTRK) -- A Houston woman claims her car's sunroof exploded while she was driving, a problem Consumer Reports said is happening more frequently. Tameka Moore said it...www.vwvortex.com"
W1NST,"Good evening Chaps, has anyone had a warning come up on their Stelvio when they start up the car and keep making a pinging noise for about 10 mins with text ‘INSUFFICIENT ENGINE OIL PRESSURE’ ? If so did it get rectified and what was the problem please? My dealer kept mine over night, started it up but Sod’s law it didn’t come on for them and no faults showed as logged when plugged in."
,
cue2,Petrol or Diesel W1NST?hoping it’s nothing serious. Perhaps somebody with the same engine in a Giulia might know.Low Oil Pressure warningI just became the owner of a Stelvio and first day ..first warning on my board : Low Oil pressure . Anyone with the same issue ? Thank you.www.stelvioforum.com
Muz,"I have had that on my 159 2.4Jtdm when cold for a year and over 10k kilometres. The beeping only lasts for two seconds though. I did take it to an Alfa Specialist when it first happened, they advised me that it was not true and sensor based which would be an expensive job, so I live with it.Hopefully the OP’s problem is similar"
alfaitalia,Hope its not the issue that the other 159 models suffer from (commonly the TBI and the 2.0 JTDm)....poor sealing between the oil pick up and the pump meaning air is sucked in.....mine had that issue. Beeped for the first two seconds with warning on screen. Sump off and new seal cured it.
W1NST,"cue2 said:Petrol or Diesel W1NST?hoping it’s nothing serious. Perhaps somebody with the same engine in a Giulia might know.Low Oil Pressure warningI just became the owner of a Stelvio and first day ..first warning on my board : Low Oil pressure . Anyone with the same issue ? Thank you.www.stelvioforum.comClick to expand...2.2 210bhp diesel Cue, have had the same thought about posting on the Giulia section. Have informed my dealers and sent them a screen shot of the warning light and message. 3 weeks left on Manufacturers warranty so hoping they will get to the bottom of it. Car itself is running fine, it just has the warning light on for 5/10 mins then goes off.Saw that Stelvio post about the sensor last week thanks so have made my dealers aware of that as well. Will probably take out the Alfa extended warranty as well to be on the safe side hopefully."
Muz,"Interesting, so no big deal then?"
alfaitalia,It is if you don't fix it ASAP......repeated oil starvation from a cold start is never going to be good for a motor.
W1NST,"Sorry Chaps - should have updated this so here we go:First time I left it overnight with my dealers they said message didn’t come up for them. Tried again 2 weeks before the end of the 3 year warranty and thankfully it came up. They sent the fault codes / readings off to Alfa in Italy and they authorised strip down and a load of replacement parts.They put it all back together for me with a new cam belt and aux belts all under warranty and I collected it 1 day before the warranty expired - result! No repetition of fault in the 5 months since so something they did fixed it. If someone else has the same fault outside of warranty, i suggest if your cam belt and water pump has not been replaced yet, do that with the work to fix the fault as this will hopefully lessen the financial pain overall.The Service Manager knew I would be interested so he printed off the parts used for me. The main thing they had to replace was some sort of filter that required taking the cam belt off. I’ve got in my head it was a sump filter but I could be wrong. Apparently the new one that they put on was modified / redesigned in 2019 - what does that tell you!Parts were about £1700 at the time (main dealer prices) and there were a lot of labour man hours - God knows how much that should have been. Outside of warranty though all in I reckon it would have cost me somewhere between £2.5k & £3k. Hope this helps anyone else in the future who needs it with all Part Numbers & quantities shown. Just remember to add on a water pump as well though and do that at the same time!:"
Jetronic77,"Looks like a similar issue to the gieulietta... variable flow oil pump, with a variator and an oil pressure sender. They replaced the lot.on the Giulietta they use 2 pressure switches, on the Giulia it seems to be a pressure sender."
Gyurciiii,"Have a nice day everyone. Maybe someone with information has experience with this prom?Alfa Romeo Stelvio (2017) 2.2 Q4 210 Hp. After starting, it throws up this error message for a moment (insufficient oil pressure low) and disappears without coming back. It is repeated every 2-3 days. Oil level okay. 10,000 km of oil filters are replaced. There are 187000 km in the car.Thank you for your answers."
,
wictod,There's a few threads about this i've read... maybe you've seen them already regarding the pump sensor.. the fact it's not staying on is some comfort but anything like that I'd get it down the garage asap in case it's the pump.. hopefully it can be diagnosed with the software they have.. apparently it's difficult to get to the sensor.. good luck...
W1NST,"Had the same problem with my Sept 2018 Stelvio Speciale 210 bhp Diesel last year. Kept throwing that message up for 2 months on first start up. First time I left it overnight with my dealers they said message didn’t come up for them. Tried again 2 weeks before the end of the 3 year warranty and thankfully it came up. They sent the fault codes / readings off to Alfa in Italy and they authorised strip down and a load of replacement parts.The Service Manager knew I would be interested so he printed off the parts used for me. The main thing they had to replace was some sort of filter that required taking the cam belt off. I’ve got in my head it was a sump filter but I could be wrong. Apparently the new one that they put on was modified / redesigned in 2019 - what does that tell you!They put it all back together for me with a new cam belt and aux belts all under warranty and I collected it 1 day before the warranty expired - result! No repetition of fault since so something they did fixed it. If your cam belt and water pump has not been replaced yet, I suggest you do it with the work to fix the fault as this will hopefully lessen the financial pain overall.I willl try and find the parts invoice for you and screenshot it. Good luck!"
W1NST,"Here you go, parts were about £1700 at the time (main dealer prices) and there were a lot of labour man hours - God knows how much that should have been. Outside of warranty though all in I reckon it would have cost me somewhere between £2.5k & £3k. Hope this helps you out with all Part Numbers & quantities shown. Just remember to add on a water pump as well though and do that at the same time!:"
ermon,"I had a 2021 Stelvio and android auto worked perfectly with my previous phone (samsung galaxy s210). Last week I upgraded phones to an S20 FE. While it does connect to the car via bluetooth, it not let me skip forward or backward on spotify. When I connect the phone to the car, Android Auto doesn't respond properly. It doesn't allow me to switch between applications, choose music, etc. Luckily it does allow me to choose destinations on my google maps.Anybody else having these problems?"
,
Navlet,Yes I have the same issues. Ive never used AA before so not sure how it should work but Im not impressed and dont use it.I have an old Samsung ( think its Galaxy A20 ).
ermon,Update: all issues were rectified within a few days. It's as though the car's system takes a few days to get used to the system.
jwq,or the 'phone does
ermon,Haha. Maybe.But I think it's the car because the phone had no issues on my wife's car when I installed it on her system.
Starfishy,"I spent a few months looking for a recent, second-hand Guilia Q4, but most of them were too far from me. So, I started looking for Stelvios. Where I live, a very rural area in the centre of France, Stelvios are slightly (I stress the word, slightly) more prevalent than Guilas.You can imagine my surprise and delight when I found a RED Q4 AT8 Executive in a garage only 25km from me. With only 22 000km and loads of options, I snapped it up! The garage have been fantastic including in the price, car registration, 24-month comprehensive guarantee and 4 new tyres to be fitted by them when the present ones are on their way out.I'm also quite pleased that, bigger than the Guiletta I had before, it only took me 10 minutes to back it into our garage the day I brought it home!"
,
cue2,Congratulations!
Starfishy,Thanks!!
W1NST,Nice - congratulations!
manc350,Congrats and enjoy !
Isotope,Is your picture the new car! It looks great andyou have the front fog lamps? Is it a diesel?
Muz,"Congrats, I have a mate in SW France who has a grey diesel one, he spent ages looking for a red one but no luck. He got car envy when he saw my Rosso oneSeems most Alfas in France are still diesel. He also got a 24 month warranty and has put 20k on it in a year without problems, loves it"
Starfishy,Thank you.
Starfishy,Thanks.
Starfishy,Thanks
Starfishy,"Yes, the first time I parked it in the garage! It has fog lamps and it's a diesel."
Starfishy,"I was also looking at a grey one that was newer, slightly cheaper, but had more kms. Looking at what's included with my car, I have no regrets paying a little bit more. AND.... it's red!"
dzienj,"It is the day today where my stelvio decided to die.I was on my way to work in the morning, and noticed that I can't get the blower heater to full speed, it was bearly blowing air.Thought that's strange, but didn't pay too much attention - thought this will go away with the car restart.Took the car out again for lunch, started fine, blower bearly blowing again, so I thought - yeah, this migh be an issue.No error messages or anything on the dashAfter the lunch - packed myself up and the car didn't start. Christmas tree on the dash - specific for low battery issue.I called up someone with jump leads and we started the car, but also measured the voltages and found that it's very low ( 10 volts or so) with the car on, Reving isn't changing a thing and the voltage keeps dropping slowly.The conclusion is that the charging is gone, no messages on the dash suggesting any charging issues, all fuses OK, continuities checked.The obious would be the alternator - but how? Why no messages, no-charge lights on the dash? What the hell did just happen?The car is a 2017, 60k on the clock.Anyone experienced anything like this? Anything I might be missing, a magic fuse hidden somwehere?Wonder your thoughts?"
,
joephoto,"Even with a perfectly functioning alternator, the battery may be at the point where it simply can no longer hold a charge. It could possibly be the alternator, but I would first try a new battery."
dzienj,"Yeah, makes sense, but we managed to put a bit of charge on it with the jump leads and the other car running for some time - enought to drive the stelvio back to the works carpark.Why does a fault in the charging system not show up on the dash? It’s rather fundamental and to my knowledge - very standard. Is it a giulia/stelvio hidden feature not to have that warning?"
dzienj,"In addition - there is no alterator voltage on the battery at all with the car running, just the slowly dropping battery volts when measured on their terminals."
johnnyroper,"I assume it’s got smart charge system like most modern cars,if it’s anything like bmw systems unplugging the small wire on alternator puts it on to a static 14.2v output gives a fault code but might be worth a try to see if alternator kicks in."
jwq,I'm assuming the auxiliary belt is ok ?
Isotope,"I had something very similar on my 147JTD and Giulietta JTDM,in both cases the alternator proved to be the issue. Provided the car started the last thing that stopped working was the engine, even the headlights stopped working on the 147 but the engine got me home and then never started again. The Giulietta got me to work and jump start got me home and then never started again and I don't remember a charging warning light on either car. The diesel injectors only work at about 3Volts iirc so probably the last things to fail dependent on available battery voltage?"
dzienj,"I'll be starting with the battery.Got a smart charger and left it on the car overnight. Charged ""full"". When unplugged, the battery on the car measured arround 11.6V. Not too great but decided to commute in the car to work. Had a voltage meter hooked up to my 12V console socket and was monitoring it while going along.At no point I've seen any rise in the voltage, only a steady fall down. At around 10V this time, less than 15 minutes of drive with everything electric possible switched off, interesting things started happening. First was the iddle speed, went up to 1.5k, then the gearbox errors started showing up and the gearbox changed itself to neutral, I managed to put it to drive for few more seconds and pull over. When pulling, I noticed the power steering is going. The last voltage reading before I shut the engine was 9VGot the car back home with some help, now I'm thinking where to start.The battery is shot - no doubts about it, it shouldn't drain after 15 minutes of driving, even with no charge. I'll be changing it, now getting my head around what and where to buy - AGM , EFB ( this is what the car came with originally) - suggestions welcome on this point.The other issue is the charging itself - I had no clue it's such a sophiticated battery and charging management system - IBS, inteligent alternator... propably a lot of other godenessStarted with scanning the car - among a swept of errors, ""Inteligent Alternator"" glows nice and red, with a comment ""short circut to +V or open circut detected, Dashboard warning light was not activated for this fault""I think I'll start with the battery, see what happens and how it behaves. Maybe the extreme low voltages are causing the batery management sysems not being able to work correctly, not switching the charge on, although I doubt as this should be the first thing that should be engaged to recover from low voltage situation.The next would be the alternator itself I'm affraid"
Isotope,"What year is your car, I don't know the answer but Alfa fitted the security gateway on MY2018 cars iirc so you might be able to read errors but not reset them? JWQ help me on this?"
dzienj,"It’s a 2017, prior this upgrade, so i can clear it all no problem"
Navlet,"Have you checked the auxillary belt ? I had one snap on a Volvo a few years ago, I had no idea until the radio went off, A/C then power steering etc. With no belt to the alternator no charging of the battery, no idea how long I had been driving with no belt as there was no warning until battery died luckily it didnt do any damage."
dzienj,"Yeah - the belt is on and all working and rotating there.Just looked at some the photos I've taken when the timing was changed, to assess how much work is requried to get to the alternator.It appears quite accessible with the intake/air cooler bits removed."
epsonix,"my friend had that one way clutch on alternator broken and so no charging, 2.2d 2016 year ago."
dzienj,"Ever since my last post, I bought a new Varta battery, charged it fully and hooked it all up into the car. I monitored the car voltages and at no point there was any signs of alternator volts. The brand new and fully topped up battery was showing a bit over 12 volts after the first car startup, then gradually - over maybe ,2 hours of driving, iddling, reving etc, was down to 10V. At this point the low voltage message showed up on the dash.Sureley the system doesn't charge and the alternator would be the first call. I observed its works, thought that it's maybe the clutch/pulley on it, but i can see the inner fan spinning. I don't have any error messages in the ECU, no warnings that the charing isn't working - the MES errors I posted earlier cleared all and nothing is coming back. Big question is why. Something as stupid as indicator bulb, or USB port troubles will be brought to the drivers attention, but a critical charging system not? I'm a bit puzzled. It's now more a question of trusting my stelvio, and guilia that my wife is driving, going forward.I enquired with Alfa, it's 800/1200 GBP + VAT for a new alternator ( depending on the type), £ 120 for diagnosis, £250 for new alternator fitting ( two hours).They also claimed that never in their history of dealing with Giulia/stelvios, they had do change an alternator.I'll propably get this booked in.Does anyone have a repair manual detailing the Alternator change work?Thanks"
jwq,See:Guess it could also be a problem with the IBS sensor / connection
epsonix,"my friends 2.2 GIulia, when alternator clutch stopped working, was neither showing any charging errors, thats why first it was different diagnose and he also went for battery change. He bought one from used car for like EUR80, put it in, and car is good since. That guy does anually like 40kmiles, alternator died when car was 2 years on roads (he bought 2016 stock in 2018).I follow many forums and facebook groups Giulia/Stelvio daily, not a common issue, your is 2nd I hear over years, no worries, trust the car. Just your dealer prices, that sucks."
dzienj,"Thanks for the docs and responds.Took a shot and stipped the car. Not liking the dealer prices, so will try to sort it by myself. Took about 2 hours to get the alternator out.I've never seen a ""clutched"" alternator, so not sure - but this doesn't look right to me - thought these pulleys are single directional, and should ""lock"" in one direction.Is it supposed to clutch in at a particular min speed?Can someone comment if this looks right? Video linked below"
johnnyroper,Can’t see videos but if you hold fan with screwdriver pulley should freewheel anti-clockwise but be locked clockwise. I did alternator this week that freewheeled both ways as the clutch was knackered
dzienj,Well - it looks shot then. It spins freely both directions with the rotor locked with a screwdriver.
epsonix,"told you nearly 2 weeks agohappy you confirmed it is only this, will be cheap fix yourself, vs fortune dealers call"
dzienj,"It is the day today where my stelvio decided to die.I was on my way to work in the morning, and noticed that I can't get the blower heater to full speed, it was bearly blowing air.Thought that's strange, but didn't pay too much attention - thought this will go away with the car restart.Took the car out again for lunch, started fine, blower bearly blowing again, so I thought - yeah, this migh be an issue.No error messages or anything on the dashAfter the lunch - packed myself up and the car didn't start. Christmas tree on the dash - specific for low battery issue.I called up someone with jump leads and we started the car, but also measured the voltages and found that it's very low ( 10 volts or so) with the car on, Reving isn't changing a thing and the voltage keeps dropping slowly.The conclusion is that the charging is gone, no messages on the dash suggesting any charging issues, all fuses OK, continuities checked.The obious would be the alternator - but how? Why no messages, no-charge lights on the dash? What the hell did just happen?The car is a 2017, 60k on the clock.Anyone experienced anything like this? Anything I might be missing, a magic fuse hidden somwehere?Wonder your thoughts?"
,
dzienj,"You did indeed!! Completeley honest - I didn't know that this stuff even exists, not untill your post, It would never draw any of my attention so Big Thanks!!I'm trying to find the part now, I'll let know how this workes out in the end.Thanks"
johnnyroper,"Be careful just changing the pulley,make sure the alternator is nice and free with no abnormal noises or tight spots. You will also need special tool to remove the pulley.The one I did got destroyed when the vac pump on the rear decided to fail and lock alternator up."
epsonix,"did you noticed that level of experise of dealer services is low or they do not care and look only for money so prefer to replace expensive components instead of repairing by replacing small part? Unfortunatelly to me it looks it happens not only in cars - e.g. 2 years ago my 8 year old Vailant condensing gas sentral heater came with another set of errors came nearly every day, and sometimes after reset it started to work, other time not (already within use time it was water pump leaking, then after repair it started stucking, then electronics gave funnies and was replaced). Called the service guy, he said either burn chamber /heat exchanger needs replace (EUR1000) or I go for new heater (EUR2000). I thougt somebody tries to rip me off. Thought it looks liek no contact. Stared looking around without clue, no help, but some sensor caught my eye. when I had a fault it was open, when all was working short. I tried to google any info, but was nothing on this part number, except that this company does plenty of types of temperature sensor with PTC/NTC/RTD characeristics, this one was not specified, must been custom for heater manufacturers or so. I started suspecting it is fuse, one time use, just got like crack inside/dry joint. I called serviceman for the part, he said no way to get just the sensor, I googled similar, it was many times said that part was available in past, but later they stopped supplying it - I guess for forcing people to replace expensive part of heater or going for new and give them plenty of money. I found on ebay in italy such sensors for like EUR50, but called guy if he doesn't have some old heaters so I can look for spares. Bingo, got sensor from some old heater, put it in, and 2 years no issues. Repair for free (OK spend probably a few hours in total to get to the point). Nowadays I learned a lot of other htings - so got handy man - jumping on roof or trees, plumbing, electrician, tails, whatever- it is hard to get somebody to do the job, and if you find one super expensive. As long as you have tools and idea what is to be done, better do yourself. at worse you loose some time and go to dealer spend fortune, which you would anyway if you go there first, but at least learn someting. In most of cases though you succeed and save $$$"
dzienj,"epsonix said:did you noticed that level of experise of dealer services is low or they do not care and look only for money so prefer to replace expensive components instead of repairing by replacing small part? Unfortunatelly to me it looks it happens not only in cars - e.g. 2 years ago my 8 year old Vailant condensing gas sentral heater came with another set of errors came nearly every day, and sometimes after reset it started to work, other time not (already within use time it was water pump leaking, then after repair it started stucking, then electronics gave funnies and was replaced). Called the service guy, he said either burn chamber /heat exchanger needs replace (EUR1000) or I go for new heater (EUR2000). I thougt somebody tries to rip me off. Thought it looks liek no contact. Stared looking around without clue, no help, but some sensor caught my eye. when I had a fault it was open, when all was working short. I tried to google any info, but was nothing on this part number, except that this company does plenty of types of temperature sensor with PTC/NTC/RTD characeristics, this one was not specified, must been custom for heater manufacturers or so. I started suspecting it is fuse, one time use, just got like crack inside/dry joint. I called serviceman for the part, he said no way to get just the sensor, I googled similar, it was many times said that part was available in past, but later they stopped supplying it - I guess for forcing people to replace expensive part of heater or going for new and give them plenty of money. I found on ebay in italy such sensors for like EUR50, but called guy if he doesn't have some old heaters so I can look for spares. Bingo, got sensor from some old heater, put it in, and 2 years no issues. Repair for free (OK spend probably a few hours in total to get to the point). Nowadays I learned a lot of other htings - so got handy man - jumping on roof or trees, plumbing, electrician, tails, whatever- it is hard to get somebody to do the job, and if you find one super expensive. As long as you have tools and idea what is to be done, better do yourself. at worse you loose some time and go to dealer spend fortune, which you would anyway if you go there first, but at least learn someting. In most of cases though you succeed and save $$$Click to expand...Yes, this is the way things are sometimes unfortunately.The personal commitment element and willingness to ""jump into customers shoes"" is not something seen often.I generally don't have anything bad to say when it goes to Alfa service network ( just one example, where I found zip ties in place of few bolts on the engine lower cover in a Giulietta I owned before - serviced from new at the same dealership so without doubts of who bodged it). The prices in this trade have always been tremendous."
epsonix,"Alfa network not worse or better than others, as well some randomness as depends on whom you get for the job and how lucky you are to get good day of serviceman. But, push to replace big components instead of repairing small part of this, is something wrong. Completely against avoiding waste/zero-waste direction we should be turning, and expensive for customers. Only good money for service."
dzienj,"For anyone in the future who will be dealing with something similar, here with the details on this freewheel pulley Took me quite some time to find something matching that doesn’t cost a fortune.INA part number 545025910, prices spread, i got mine for £48. Fitting tomorrow."
epsonix,"and this is how this repair should be done by dealer - maybe clutch 2x price as in mopar box, and something for labour, but not quoting 2 grands +"
johnnyroper,"It’s nothing to do with the dealer they can only replace parts supplied direct from alfa, Alfa will have a contract with the companies that make these components like Valeo,Bosch etc to supply new or reconditioned units only and not individual parts."
epsonix,"I know, they prefer such, where in most of cases replace of small bit can be done be done by dealer"
dzienj,"Right, problem concluded. Only took me a monthThank you all for your inputs!!"
Deman77,Anyone did this? If so which dongle? Connectivity drops or lagging inputs? I would not do unless those are all but non-existent. Lots of unhappy reviews mainly support related but lots of happy ones as well. So seems like it either works or you are stuffed. Not sure if car specific.The annoying thing with wired CarPlay is forgetting the phone in the car when you are rushing out to let the kids out. I wish apple buzzed the watch when it detects you are getting out of your seat and asked if you want to bring your phone but in the absence of that I am thinking the wireless dongle.
,
Muz,I do that all the time (leave my phone in the car when connected or charging on the wireless charger)an alarm from the phone or car would be goodCan’t help with the dongle though.
Deman77,I submitted feature request to Apple. Shouldn’t be more than a few years.
Muz,I miss Steve Jobs! Top quality arse kicker
punkatron1,I bought a car2play wireless dongle. Works well. Not really necessary though I guess.Sent from my iPhone using Tapatalk
Deman77,"Does it connect without fail, does not disconnect and no lag?"
punkatron1,It connects 95% of the time. When it doesn’t it’s easy to unplug and replug it. Although that kind of defeats the purpose I guess!Sent from my iPhone using Tapatalk
NJHB,"Glad it seems to be working for you. Do you experience much lag, especially on navigation?"
alan renteria,"I boughtCarlinkit3.0and been using it for almost a month now, Most of my CarPlay usage is Google Maps for traffic, Spotify, Siri reading my Calendar and phone calls.Yes, it got some lag before. This issue that I will state now is not new and I personally don't think it's caused by carlinkit as the lag happens when connected via Bluetooth. I think it's an issue of iPhone+vehicle Bluetooth Device, but I've reported the issue to developers and let's see if they can fix it.Overall, I'm happy with the device, I didn't get any major issues in this month, but I'll update.Bought from here:(U2W Plus) Carlinkit 3.0 Wireless Apple CarPlay Adapter Dongle for Wired CarPlay"
cue2,What are Stelvio owners doing about carrying bikes?The roof seems a bit high to lift them onto. A towbar mounted carrier has to be best in many ways but what happens with the reversing camera/sensors?I've found it easy enough to get my sons bike to the track with the seats down and the boot flood turned upside down but I want to join him.
,
markiet,"Don’t own a Stelvio YET, but eith my CRV I found that a detachable tow bar worked the best. There’s a button that turned off the reversing sensor , not sure if that exists in the Stelvio or not. Just make sure you get a rack that that tilts so you can open the hatch easily ."
kgb,A friend of mine has the towbar bike carrier fitted to his 159 SW and it is the perfect solution. So I am thinking of doing the same to my Stelvio. It has an option for the parking sensors for towbar in the infotainment.
RicksAlfas,"When you connect the towbar electrics on a modern car, it ""should"" sort out the fog lights, reversing sensors etc. It will need coding to the car so check with the towbar people first that they can do it. When you unplug the towbar the car reverts to normal."
kgb,I am thinking of something more like this:???????????? ?? ?????? - PERUZZO Azarrono electrics and so on...less then 100euro.Have to find a good towbar as light as possible
cue2,Will the bikes obscure the taillights to cars following you?
kgb,Not sure as I have to try....but for lights it should be Ok I think...not sure about the license plate...as that may cause problems with copsWhen I carry my bikes on my 147 and the Crosswagon I do put additional lighting during night driving ...but their license plates are down... Stelvio is up.
dcjarvis,"I've had this issue on a number of cars and can confirm towbar is the way to go. Had one on my Giulietta and it was fab for family trips, holidays and MTB adventures.While seemingly expensive, I've found BUZZRACKS to be pretty awesome, and the guys at this website are good with advice too:https://www.roofbox.co.uk/bike-carriers/bike-carriers-racks-range-towbar-mounting.phpDoes the 'Steve' have an electrically folding tow bar option? I've got one on my 3 series (sorry) and it's very useful. Starting to consider a Steve for when they all come out of their first 3 year PCPs..."
kgb,"Thanks for sharing.BUZZ RACK Buffalo 4 looks very good.Have no idea for the el. folding. I still have to look for tow bar for my Stelvio...if anyone has any recommendations, please do share"
markiet,"I had a tow bar fitted by my Alfa dealer when i picked up the car, they fitted one of these ..https://brink.eu/en-gb/towbars/towbar-types/detachable-towbar/I haven't used it yet but I love the way it is invisible when not it use. The power socket rotates up to hide behind the bumper/rear tray and the tow hook itself hook is detachable and hooks into a socket which is again not visible.Very smart solution, I'll report back when I've got my new Bike rack - I'll prob stick with getting a Thule EasyFold 2 bike carrier. I've used their bike racks in the past and they have been solid.In case anyone has any other suggestions, I'm after something reasonably light, folds up for easy storage and tilts .I've used the roof box company mentioned above in the past and they were great."
cue2,Interesting.Did they charge the price on the link?And what happens with the reversing camera? Does it switch off when the tow bar is on?
nelo1110,Haven't got a Stelvio but assume it will take the Saris Gran Fondo which doesnt obscure the lights or plate on my Guilietta.See post below for photos.https://www.alfaowner.com/Forum/#/topics/1168317
mikesalfa,"Down here in NZ there are bike carrier racks which come with a set of lights on them, and you can also get another number plate with 'Supplementary' written on it to go on the bike rack. Not many people do, and most people's lights and number plates are covered up by the bikes, despite it being a legal requirement. Not sure what the legalities are where you live.As for the reversing camera turning on, does it really matter if it turns on? You don't have to look at the screen but having the ability to turn off he parking sensors would be good so it doesn't constantly beep."
aspender,It won't unfortunately (as the Gran Fondo is the best solution for bike carrying by far) I had to get rid of mine when I got the Stelvio. The angle between the rear screen and bodywork below it make it impossible. Also not sure the significant overhang of the boot spoiler would survive either.Instead I use Whispbar roof bars and Yakima Frontloader carriers. The roof isn't that high - getting bikes on and off is fine.
cue2,Those Saris things can do a lot of damage. I bought one years ago and never had the courage to use it. Think of that aluminium bodywork ...
kgb,"Can you please post some pictures of the yakima roof bars mounted on your Stelvio, as I wanted those but the installer said they connection is not very good and some bul....t like that.Thank you in advance"
cue2,I have the bars and one set of the Elite bike brackets. Now to fit them.
aspender,Not the best photo but here you go...
Oomidamon,"Hi all, I’ve just picked up my Stelvio and one reason for choosing it was to carry a mountain bike or two. I haven’t done so yet but I’m planning on putting them inside the car, with the seats folded down and a boot liner. Does anyone else do this? Any issues?"
cue2,I’m a bit too scared to put more than one carbon fibre bike inside the Stelvio. That’s one reason I chose the roof kit I’ve got which clamps the forks in place.If you turn the boot floor panel over you’ll protect the carpet.
cue2,What are Stelvio owners doing about carrying bikes?The roof seems a bit high to lift them onto. A towbar mounted carrier has to be best in many ways but what happens with the reversing camera/sensors?I've found it easy enough to get my sons bike to the track with the seats down and the boot flood turned upside down but I want to join him.
,
Oomidamon,"Thanks for the tip, I’ve ordered a rubber liner for the boot so should be ok ?"
cue2,"I’ve got the boot rails with the organiser, which isn’t compatible with a rubber liner.https://www.alfaowner.com/Forum/alfa-stelvio/1173313-boot-organiser-rails.html"
mick164,"..soo, can a mountain bike fit in the back with the seats folded down?"
